Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng,SO2
Guyana,Linden,34,Good,1,Good,16,Good,0,Good,34,Good,40.6251,-74.2383,3
China,Linfen,156,Unhealthy,2,Good,156,Unhealthy,2,Good,84,Moderate,36.0812,111.5087,7
Brazil,Linhares,37,Good,1,Good,19,Good,1,Good,37,Good,-19.3894,-40.0678,1
Russian Federation,Lipetsk,34,Good,1,Good,34,Good,1,Good,25,Good,52.6167,39.6,1
Australia,Lismore,31,Good,0,Good,31,Good,2,Good,16,Good,-28.8167,153.2833,0
United States of America,Live Oak,30,Good,1,Good,18,Good,2,Good,30,Good,36.986,-121.9804,3
United States of America,Live Oak,30,Good,1,Good,18,Good,2,Good,30,Good,29.5545,-98.3404,1
United States of America,Loma Linda,77,Moderate,2,Good,6,Good,22,Good,77,Moderate,34.045,-117.2498,4
United Kingdom of Great Britain and Northern Ireland,Londonderry,30,Good,0,Good,30,Good,0,Good,11,Good,42.8796,-71.3873,1
Italy,Loreto,57,Moderate,2,Good,36,Good,10,Good,57,Moderate,22.2667,-101.9833,4
Italy,Loreto,57,Moderate,2,Good,36,Good,10,Good,57,Moderate,26.0128,-111.3433,4
Italy,Loreto,57,Moderate,2,Good,36,Good,10,Good,57,Moderate,8.1856,125.8538,2
Italy,Loreto,57,Moderate,2,Good,36,Good,10,Good,57,Moderate,43.4389,13.6086,6
Italy,Loreto,57,Moderate,2,Good,36,Good,10,Good,57,Moderate,-7.0839,-45.1408,4
Italy,Loreto,57,Moderate,2,Good,36,Good,10,Good,57,Moderate,10.3586,125.5816,2
United States of America,Lorton,47,Good,1,Good,28,Good,9,Good,47,Good,38.6983,-77.2164,2
United States of America,Los Altos,65,Moderate,1,Good,12,Good,18,Good,65,Moderate,37.3684,-122.0965,1
South Africa,Louis Trichardt,33,Good,1,Good,23,Good,1,Good,33,Good,-23.05,29.9,0
United States of America,Lyndon,53,Moderate,1,Good,38,Good,9,Good,53,Moderate,38.2645,-85.5891,4
Russian Federation,Lytkarino,56,Moderate,1,Good,22,Good,13,Good,56,Moderate,55.5833,37.9,3
India,Madikeri,51,Moderate,0,Good,21,Good,0,Good,51,Moderate,12.4209,75.7397,0
India,Madurai,63,Moderate,1,Good,34,Good,0,Good,63,Moderate,9.9252,78.1198,3
India,Maheshwar,152,Unhealthy,1,Good,34,Good,0,Good,152,Unhealthy,22.1769,75.5856,6
Indonesia,Majalengka,50,Good,1,Good,31,Good,1,Good,50,Good,-6.8353,108.2278,2
Germany,Malente,33,Good,0,Good,33,Good,0,Good,32,Good,54.1667,10.55,1
Philippines,Malolos,63,Moderate,1,Good,24,Good,1,Good,63,Moderate,14.8433,120.8114,12
Norway,Mandal,32,Good,1,Good,32,Good,1,Good,16,Good,58.0267,7.4533,0
Italy,Manduria,49,Good,1,Good,49,Good,3,Good,22,Good,40.4,17.6333,0
Russian Federation,Dankov,60,Moderate,0,Good,28,Good,0,Good,60,Moderate,53.25,39.1333,0
Russian Federation,Dedovsk,53,Moderate,1,Good,28,Good,6,Good,53,Moderate,55.85,37.1167,2
United States of America,Defiance,52,Moderate,1,Good,22,Good,7,Good,52,Moderate,41.2813,-84.3657,2
India,Delhi,500,Unhealthy,1,Good,44,Good,2,Good,446,Hazardous,28.61,77.23,9
India,Delhi,500,Unhealthy,1,Good,44,Good,2,Good,446,Hazardous,37.4306,-120.7759,2
Belgium,Destelbergen,39,Good,1,Good,24,Good,4,Good,39,Good,51.05,3.8,2
United States of America,Diamond Bar,138,Unhealthy,4,Good,3,Good,30,Good,138,Unhealthy for Sensitive Groups,33.9992,-117.8161,9
Belgium,Diksmuide,40,Good,1,Good,26,Good,2,Good,40,Good,51.0333,2.8667,1
Russian Federation,Dimitrovgrad,31,Good,0,Good,30,Good,0,Good,31,Good,54.1833,49.5833,3
Russian Federation,Dimitrovgrad,31,Good,0,Good,30,Good,0,Good,31,Good,43.0167,22.7833,3
Russian Federation,Dimitrovgrad,31,Good,0,Good,30,Good,0,Good,31,Good,42.05,25.6,3
India,Doda,73,Moderate,1,Good,73,Moderate,0,Good,68,Moderate,30.3844,74.6394,6
Spain,Don Benito,34,Good,1,Good,28,Good,2,Good,34,Good,38.9545,-5.8617,1
Netherlands,Dongen,40,Good,1,Good,29,Good,4,Good,40,Good,51.6333,4.9333,2
China,Dongfeng,73,Moderate,3,Good,39,Good,2,Good,73,Moderate,22.2479,112.3794,12
United States of America,Douglas,77,Moderate,2,Good,14,Good,7,Good,77,Moderate,54.145,-4.482,1
United States of America,Douglas,77,Moderate,2,Good,14,Good,7,Good,77,Moderate,51.8764,-8.4358,1
United States of America,Douglas,77,Moderate,2,Good,14,Good,7,Good,77,Moderate,31.3602,-109.5394,1
United States of America,Douglas,77,Moderate,2,Good,14,Good,7,Good,77,Moderate,31.5065,-82.8544,1
United States of America,Douglas,77,Moderate,2,Good,14,Good,7,Good,77,Moderate,42.0524,-71.7515,1
United States of America,Dundalk,57,Moderate,1,Good,43,Good,5,Good,57,Moderate,39.2704,-76.4942,12
United States of America,Durango,500,Unhealthy,133,Unhealthy for Sensitive Groups,0,Good,53,Moderate,500,Hazardous,24.025,-104.6675,9
United States of America,Durango,500,Unhealthy,133,Unhealthy for Sensitive Groups,0,Good,53,Moderate,500,Hazardous,43.1689,-2.63,9
United States of America,Durango,500,Unhealthy,133,Unhealthy for Sensitive Groups,0,Good,53,Moderate,500,Hazardous,37.2659,-107.8781,9
United Kingdom of Great Britain and Northern Ireland,Durham,56,Moderate,0,Good,31,Good,1,Good,56,Moderate,35.9792,-78.9022,2
United Kingdom of Great Britain and Northern Ireland,Durham,56,Moderate,0,Good,31,Good,1,Good,56,Moderate,54.7761,-1.5733,1
United Kingdom of Great Britain and Northern Ireland,Durham,56,Moderate,0,Good,31,Good,1,Good,56,Moderate,43.1174,-70.9194,1
Tajikistan,Dushanbe,81,Moderate,1,Good,40,Good,0,Good,81,Moderate,38.5367,68.78,0
Germany,Edemissen,37,Good,1,Good,37,Good,1,Good,22,Good,52.3667,10.2667,2
United States of America,Edmond,54,Moderate,1,Good,25,Good,4,Good,54,Moderate,35.6689,-97.416,1
United States of America,Edmonds,39,Good,1,Good,26,Good,6,Good,39,Good,47.8115,-122.3533,0
United States of America,Elizabethton,57,Moderate,1,Good,25,Good,6,Good,57,Moderate,36.3367,-82.237,1
Germany,Elsdorf,33,Good,1,Good,32,Good,3,Good,33,Good,50.9333,6.5667,3
Danmark,Frederikshavn,44,Good,0,Good,37,Good,1,Good,44,Good,57.441,10.534,0
Germany,Freudenstadt,32,Good,0,Good,32,Good,1,Good,28,Good,48.4633,8.4111,2
Japan,Fuji,43,Good,1,Good,43,Good,1,Good,32,Good,35.1613,138.6763,4
Japan,Fujiidera,41,Good,1,Good,40,Good,3,Good,41,Good,34.5667,135.6,5
China,Fushun,82,Moderate,3,Good,35,Good,8,Good,82,Moderate,41.8708,123.8917,1
United States of America,Gaithersburg,51,Moderate,1,Good,44,Good,5,Good,51,Moderate,39.1346,-77.2131,8
Colombia,Galapa,149,Unhealthy,2,Good,10,Good,6,Good,149,Unhealthy for Sensitive Groups,10.9167,-74.8333,1
Italy,Galatina,61,Moderate,1,Good,61,Moderate,1,Good,42,Good,40.1667,18.1667,2
Italy,Galliate,35,Good,1,Good,35,Good,2,Good,20,Good,45.4833,8.7,1
Australia,Geelong,33,Good,0,Good,25,Good,1,Good,33,Good,-38.15,144.35,0
Germany,Gerlingen,31,Good,0,Good,31,Good,1,Good,26,Good,48.8,9.0653,2
United States of America,Gilbert,55,Moderate,1,Good,9,Good,18,Good,55,Moderate,33.31,-111.7463,1
Portugal,Entroncamento,35,Good,0,Good,27,Good,1,Good,35,Good,39.4653,-8.4681,2
Turkey,Esenyurt,37,Good,1,Good,37,Good,1,Good,35,Good,41.047,28.658,3
Cuba,Esmeralda,95,Moderate,1,Good,26,Good,1,Good,95,Moderate,21.8561,-78.1114,2
Brazil,Espera Feliz,30,Good,1,Good,10,Good,1,Good,30,Good,-20.65,-41.9069,1
United States of America,Fairfield,42,Good,1,Good,28,Good,8,Good,42,Good,38.2583,-122.0335,2
United States of America,Fairfield,42,Good,1,Good,28,Good,8,Good,42,Good,41.1775,-73.2733,2
United States of America,Fairfield,42,Good,1,Good,28,Good,8,Good,42,Good,39.3301,-84.5409,2
United States of America,Fairfield,42,Good,1,Good,28,Good,8,Good,42,Good,33.4747,-86.9194,2
United States of America,Fairfield,42,Good,1,Good,28,Good,8,Good,42,Good,41.0064,-91.9667,1
Belgium,Farciennes,34,Good,1,Good,29,Good,2,Good,34,Good,50.4313,4.5476,1
United States of America,Fargo,41,Good,1,Good,41,Good,2,Good,39,Good,46.8651,-96.8292,0
France,Florange,28,Good,1,Good,27,Good,2,Good,28,Good,49.3214,6.1183,1
Colombia,Florida,51,Moderate,1,Good,6,Good,3,Good,51,Moderate,-34.5167,-58.5,4
Colombia,Florida,51,Moderate,1,Good,6,Good,3,Good,51,Moderate,-34.1,-56.2167,4
Colombia,Florida,51,Moderate,1,Good,6,Good,3,Good,51,Moderate,21.5294,-78.2228,2
Colombia,Florida,51,Moderate,1,Good,6,Good,3,Good,51,Moderate,18.3643,-66.5611,0
Colombia,Florida,51,Moderate,1,Good,6,Good,3,Good,51,Moderate,3.3275,-76.2386,2
Colombia,Florida,51,Moderate,1,Good,6,Good,3,Good,51,Moderate,-36.8167,-72.6667,1
United States of America,Forest Hill,54,Moderate,1,Good,20,Good,5,Good,54,Moderate,32.6619,-97.2662,2
Italy,Matelica,43,Good,1,Good,43,Good,3,Good,42,Good,43.2566,13.0096,1
Brazil,Mateus Leme,124,Unhealthy,4,Good,0,Good,11,Good,124,Unhealthy for Sensitive Groups,-19.9858,-44.4278,2
Portugal,Matosinhos,29,Good,0,Good,29,Good,2,Good,20,Good,41.1833,-8.7,2
Cameroon,Mbouda,110,Unhealthy,4,Good,12,Good,2,Good,110,Unhealthy for Sensitive Groups,5.6333,10.25,0
Germany,Meckenheim,49,Good,1,Good,22,Good,4,Good,49,Good,50.6333,7.0167,4
Mexico,Melchor Ocampo,183,Unhealthy,4,Good,12,Good,16,Good,183,Unhealthy,19.7083,-99.1444,4
Netherlands,Meppel,34,Good,0,Good,34,Good,1,Good,34,Good,52.7,6.1833,2
United States of America,Merced,43,Good,1,Good,30,Good,5,Good,43,Good,37.3057,-120.4779,3
United States,Miami Beach,62,Moderate,1,Good,16,Good,10,Good,62,Moderate,25.8171,-80.1396,1
Russian Federation,Miass,36,Good,1,Good,36,Good,0,Good,35,Good,55,60.1,1
United States of America,Middlesex,64,Moderate,2,Good,15,Good,20,Good,64,Moderate,40.5744,-74.5011,4
Russian Federation,Mikhaylovskoye,36,Good,1,Good,36,Good,0,Good,34,Good,43.0997,44.6317,1
United States of America,Millbury,28,Good,1,Good,28,Good,4,Good,25,Good,42.1925,-71.7741,2
United States of America,Mineral Wells,59,Moderate,1,Good,27,Good,1,Good,59,Moderate,32.8169,-98.0776,3
China,Mingguang,169,Unhealthy,3,Good,169,Unhealthy,3,Good,104,Unhealthy for Sensitive Groups,32.7816,117.9899,4
United States of America,Missouri City,35,Good,1,Good,18,Good,4,Good,35,Good,29.563,-95.5365,1
Guatemala,Momostenango,81,Moderate,2,Good,10,Good,8,Good,81,Moderate,15.0444,-91.4083,0
Brazil,Montanha,21,Good,0,Good,17,Good,0,Good,21,Good,-18.1269,-40.3628,2
Italy,Montecchio Maggiore,116,Unhealthy,2,Good,31,Good,5,Good,116,Unhealthy for Sensitive Groups,45.5037,11.412,1
United Kingdom of Great Britain and Northern Ireland,Morecambe,30,Good,1,Good,30,Good,2,Good,27,Good,54.073,-2.87,1
Mexico,Morelia,52,Moderate,1,Good,6,Good,4,Good,52,Moderate,19.7683,-101.1894,2
United Republic of Tanzania,Mpwapwa,23,Good,0,Good,15,Good,0,Good,23,Good,-6.35,36.4833,0
Germany,Murrhardt,57,Moderate,1,Good,28,Good,3,Good,57,Moderate,48.98,9.5814,2
United States of America,Muscatine,40,Good,1,Good,30,Good,5,Good,40,Good,41.4195,-91.068,1
United Kingdom of Great Britain and Northern Ireland,Musselburgh,30,Good,1,Good,18,Good,7,Good,30,Good,55.942,-3.054,1
India,Muzaffarpur,159,Unhealthy,4,Good,128,Unhealthy for Sensitive Groups,1,Good,159,Unhealthy,26.1225,85.3906,3
Zambia,Mwinilunga,57,Moderate,1,Good,22,Good,0,Good,57,Moderate,-11.7172,24.4289,0
Malawi,Mzimba,37,Good,0,Good,17,Good,0,Good,37,Good,-11.9,33.6,0
India,Nakodar,142,Unhealthy,2,Good,142,Unhealthy for Sensitive Groups,1,Good,139,Unhealthy for Sensitive Groups,31.13,75.47,9
United Republic of Tanzania,Namanga,42,Good,1,Good,13,Good,0,Good,42,Good,-2.55,36.7833,0
Cameroon,Nanga Eboko,67,Moderate,2,Good,22,Good,0,Good,67,Moderate,4.6708,12.3731,0
India,Naraura,177,Unhealthy,3,Good,163,Unhealthy,2,Good,177,Unhealthy,28.1967,78.3814,5
Finland,Nastola,29,Good,0,Good,29,Good,1,Good,5,Good,60.95,25.9333,1
India,Naugachhia,76,Moderate,2,Good,72,Moderate,1,Good,76,Moderate,25.4,87.1,7
Germany,Neubiberg,65,Moderate,1,Good,38,Good,1,Good,65,Moderate,48.0833,11.6833,1
United States of America,New Kensington,43,Good,1,Good,43,Good,4,Good,38,Good,40.5712,-79.7523,3
United States,Newport News,44,Good,1,Good,44,Good,1,Good,43,Good,37.1051,-76.5185,1
Russian Federation,Neya,52,Moderate,1,Good,29,Good,1,Good,52,Moderate,34.7667,135.6333,6
Russian Federation,Neya,52,Moderate,1,Good,29,Good,1,Good,52,Moderate,58.3,43.8667,1
Italy,Niscemi,57,Moderate,2,Good,30,Good,5,Good,57,Moderate,37.15,14.3833,1
Russian Federation,Nizhnekamsk,36,Good,1,Good,36,Good,1,Good,34,Good,55.6333,51.8167,0
Italy,Noale,88,Moderate,2,Good,30,Good,6,Good,88,Moderate,45.5501,12.0709,1
India,Nohar,500,Unhealthy,1,Good,41,Good,0,Good,500,Hazardous,29.18,74.77,6
Russian Federation,Svobodnyy,32,Good,1,Good,29,Good,0,Good,32,Good,51.4,128.1,1
United States of America,Sylvania,63,Moderate,2,Good,22,Good,11,Good,63,Moderate,41.71,-83.7092,1
China,Taizhou,206,Unhealthy,5,Good,206,Very Unhealthy,4,Good,150,Unhealthy,32.4831,119.9,28
China,Taizhou,206,Unhealthy,5,Good,206,Very Unhealthy,4,Good,150,Unhealthy,28.6583,121.4221,28
Japan,Takatsuki,46,Good,1,Good,46,Good,0,Good,23,Good,34.85,135.6167,7
Philippines,Talisay,52,Moderate,1,Good,23,Good,0,Good,52,Moderate,10.25,123.8333,1
Philippines,Talisay,52,Moderate,1,Good,23,Good,0,Good,52,Moderate,10.7333,122.9667,1
Philippines,Talisay,52,Moderate,1,Good,23,Good,0,Good,52,Moderate,14.1,121.0167,0
Philippines,Talisay,52,Moderate,1,Good,23,Good,0,Good,52,Moderate,14.1356,122.9244,1
Germany,Tamm,35,Good,1,Good,24,Good,3,Good,35,Good,48.9167,9.1167,2
China,Tangshan,200,Unhealthy,5,Good,200,Unhealthy,4,Good,155,Unhealthy,39.6292,118.1742,8
Russian Federation,Tayshet,35,Good,1,Good,35,Good,0,Good,32,Good,55.95,98.0167,0
Russian Federation,Temryuk,43,Good,1,Good,43,Good,2,Good,39,Good,45.2667,37.3667,1
India,Teonthar,217,Unhealthy,1,Good,44,Good,0,Good,217,Very Unhealthy,24.9821,81.6419,3
Mexico,Tepic,54,Moderate,1,Good,10,Good,3,Good,54,Moderate,21.5083,-104.8931,2
United States of America,Tigard,47,Good,1,Good,21,Good,10,Good,47,Good,45.4237,-122.7845,5
United States of America,Timberlake,59,Moderate,2,Good,13,Good,9,Good,59,Moderate,37.3167,-79.2481,6
Honduras,Tocoa,53,Moderate,1,Good,5,Good,1,Good,53,Moderate,15.6833,-86,0
Panama,Tocumen,87,Moderate,2,Good,15,Good,10,Good,87,Moderate,9.08,-79.38,1
China,Tongchuan,163,Unhealthy,5,Good,163,Unhealthy,4,Good,136,Unhealthy for Sensitive Groups,34.9057,108.9422,7
Japan,Toyohashi,48,Good,1,Good,48,Good,1,Good,24,Good,34.7692,137.3915,5
Argentina,Tres Arroyos,26,Good,0,Good,26,Good,0,Good,12,Good,-38.3667,-60.2667,1
Cuba,Trinidad,49,Good,1,Good,23,Good,1,Good,49,Good,-14.8292,-64.9014,1
Cuba,Trinidad,49,Good,1,Good,23,Good,1,Good,49,Good,21.8042,-79.9831,0
Cuba,Trinidad,49,Good,1,Good,23,Good,1,Good,49,Good,10.0795,124.3432,1
Cuba,Trinidad,49,Good,1,Good,23,Good,1,Good,49,Good,-33.5333,-56.8833,1
Cuba,Trinidad,49,Good,1,Good,23,Good,1,Good,49,Good,5.4089,-71.6622,2
United States of America,Troy,50,Good,1,Good,38,Good,4,Good,50,Good,42.5817,-83.1457,1
United States of America,Troy,50,Good,1,Good,38,Good,4,Good,50,Good,42.7354,-73.6751,0
United States of America,Troy,50,Good,1,Good,38,Good,4,Good,50,Good,40.0437,-84.2186,1
United States of America,Troy,50,Good,1,Good,38,Good,4,Good,50,Good,31.8021,-85.9664,2
United States of America,Troy,50,Good,1,Good,38,Good,4,Good,50,Good,38.9708,-90.9714,2
United States of America,Troy,50,Good,1,Good,38,Good,4,Good,50,Good,38.7268,-89.8977,1
Pakistan,Turbat,147,Unhealthy,1,Good,50,Good,0,Good,147,Unhealthy for Sensitive Groups,26.0031,63.0544,1
Mexico,Tuxpan,32,Good,1,Good,6,Good,4,Good,32,Good,19.5661,-100.4625,3
Mexico,Tuxpan,32,Good,1,Good,6,Good,4,Good,32,Good,21.8667,-105.45,2
India,Ujjain,156,Unhealthy,1,Good,36,Good,0,Good,156,Unhealthy,23.17,75.79,1
Russian Federation,Ulyanovsk,34,Good,1,Good,34,Good,1,Good,6,Good,54.3167,48.3667,1
Republic of Moldova,Ungheni,64,Moderate,1,Good,46,Good,0,Good,64,Moderate,47.2167,27.8167,2
Brazil,Uruana,44,Good,1,Good,3,Good,4,Good,44,Good,-15.4978,-49.6878,1
Switzerland,Uster,36,Good,1,Good,24,Good,2,Good,36,Good,47.35,8.7167,1
United States of America,Utica,43,Good,1,Good,43,Good,2,Good,36,Good,43.0962,-75.2261,1
Thailand,Uttaradit,66,Moderate,0,Good,22,Good,0,Good,66,Moderate,17.6231,100.0958,1
France,Vallauris,58,Moderate,2,Good,19,Good,8,Good,58,Moderate,43.5805,7.0538,1
Brazil,Varginha,59,Moderate,2,Good,1,Good,5,Good,59,Moderate,-21.5517,-45.43,1
Germany,Velbert,28,Good,0,Good,26,Good,2,Good,28,Good,51.3333,7.05,3
India,Venkatagiri,68,Moderate,0,Good,26,Good,0,Good,68,Moderate,13.9667,79.5833,1
Russian Federation,Verkhnyaya Tura,34,Good,1,Good,34,Good,0,Good,27,Good,58.3594,59.8175,1
South Africa,Welkom,153,Unhealthy,7,Good,6,Good,9,Good,153,Unhealthy,-27.9831,26.7208,2
Germany,Wiesbaden,30,Good,0,Good,30,Good,1,Good,26,Good,50.0825,8.24,3
United States of America,Winchendon,45,Good,1,Good,43,Good,2,Good,45,Good,42.6667,-72.0487,1
United Kingdom of Great Britain and Northern Ireland,Winchester,34,Good,1,Good,15,Good,10,Good,34,Good,36.1365,-115.137,2
United Kingdom of Great Britain and Northern Ireland,Winchester,34,Good,1,Good,15,Good,10,Good,34,Good,39.1735,-78.1746,6
United Kingdom of Great Britain and Northern Ireland,Winchester,34,Good,1,Good,15,Good,10,Good,34,Good,51.0632,-1.308,1
United Kingdom of Great Britain and Northern Ireland,Winchester,34,Good,1,Good,15,Good,10,Good,34,Good,42.4518,-71.1463,1
United Kingdom of Great Britain and Northern Ireland,Winchester,34,Good,1,Good,15,Good,10,Good,34,Good,38.0018,-84.1908,1
United Kingdom of Great Britain and Northern Ireland,Winchester,34,Good,1,Good,15,Good,10,Good,34,Good,41.9218,-73.1028,1
United Kingdom of Great Britain and Northern Ireland,Winchester,34,Good,1,Good,15,Good,10,Good,34,Good,35.1898,-86.1075,2
United States of America,Winona,42,Good,1,Good,42,Good,2,Good,36,Good,44.0505,-91.6684,1
United States of America,Winter Springs,52,Moderate,1,Good,22,Good,13,Good,52,Moderate,28.6889,-81.2703,1
Germany,Wolfsburg,46,Good,0,Good,30,Good,2,Good,46,Good,52.4231,10.7872,2
China,Wuhan,175,Unhealthy,6,Good,175,Unhealthy,6,Good,157,Unhealthy,30.5872,114.2881,7
China,Xiamen,122,Unhealthy,3,Good,93,Moderate,6,Good,122,Unhealthy for Sensitive Groups,24.4797,118.0819,6
China,Xiantao,133,Unhealthy,4,Good,133,Unhealthy for Sensitive Groups,4,Good,122,Unhealthy for Sensitive Groups,30.3833,113.4,3
China,Xiongzhou,95,Moderate,3,Good,46,Good,2,Good,95,Moderate,38.9786,116.073,1
Thailand,Yasothon,58,Moderate,0,Good,31,Good,0,Good,58,Moderate,15.7972,104.1431,12
India,Yellandu,124,Unhealthy,1,Good,36,Good,0,Good,124,Unhealthy for Sensitive Groups,17.6,80.33,6
Ghana,Yendi,50,Good,2,Good,9,Good,1,Good,50,Good,9.4324,-0.0043,0
Armenia,Yerevan,52,Moderate,1,Good,37,Good,0,Good,52,Moderate,40.1814,44.5144,0
China,Yishui,155,Unhealthy,2,Good,155,Unhealthy,1,Good,83,Moderate,35.7904,118.62,8
Chile,Yumbel,45,Good,1,Good,16,Good,4,Good,45,Good,-37.1333,-72.5333,2
China,Zhenjiang,181,Unhealthy,5,Good,181,Unhealthy,11,Good,151,Unhealthy,32.2109,119.4551,38
Austria,Zwettl,58,Moderate,1,Good,31,Good,2,Good,58,Moderate,48.6033,15.1689,1
Guatemala,Villa Nueva,79,Moderate,3,Good,8,Good,10,Good,79,Moderate,14.5314,-90.5964,2
Guatemala,Villa Nueva,79,Moderate,3,Good,8,Good,10,Good,79,Moderate,-32.4331,-63.2475,1
Guatemala,Villa Nueva,79,Moderate,3,Good,8,Good,10,Good,79,Moderate,-32.9,-68.7667,1
Russian Federation,Vorsma,47,Good,1,Good,34,Good,1,Good,47,Good,55.9833,43.25,0
Russian Federation,Vyatskiye Polyany,29,Good,1,Good,29,Good,1,Good,12,Good,56.2239,51.0633,0
United States of America,Wareham,36,Good,1,Good,36,Good,3,Good,36,Good,41.7662,-70.6999,0
Georgia,Marneuli,54,Moderate,1,Good,35,Good,0,Good,54,Moderate,41.4969,44.8108,2
United States of America,Massillon,51,Moderate,1,Good,31,Good,8,Good,51,Moderate,40.7838,-81.5254,3
United States of America,Maumee,50,Good,1,Good,23,Good,9,Good,50,Good,41.5696,-83.6636,3
Belgium,Menen,38,Good,1,Good,26,Good,3,Good,38,Good,50.7956,3.1217,2
United States of America,Menlo Park,55,Moderate,1,Good,22,Good,10,Good,55,Moderate,37.4685,-122.1673,2
United States of America,Meriden,56,Moderate,1,Good,46,Good,4,Good,56,Moderate,41.5369,-72.7946,4
Germany,Miesbach,32,Good,0,Good,28,Good,1,Good,32,Good,47.7833,11.8333,1
Poland,Milicz,34,Good,1,Good,31,Good,1,Good,34,Good,51.5333,17.2833,1
Brazil,Moreno,51,Moderate,1,Good,14,Good,4,Good,51,Moderate,-8.1186,-35.0922,1
Brazil,Morro Agudo,63,Moderate,1,Good,5,Good,3,Good,63,Moderate,-20.7314,-48.0578,1
Germany,Morsbach,35,Good,1,Good,35,Good,1,Good,27,Good,50.8667,7.7167,2
United States of America,Mount Clemens,46,Good,1,Good,31,Good,7,Good,46,Good,42.5977,-82.8821,2
China,Mudanjiang,38,Good,1,Good,38,Good,0,Good,25,Good,44.5861,129.5997,3
Zimbabwe,Mutoko,52,Moderate,2,Good,13,Good,0,Good,52,Moderate,-17.4,32.2167,0
Netherlands,Naaldwijk,38,Good,1,Good,27,Good,4,Good,38,Good,51.9931,4.205,1
Thailand,Nam Som,44,Good,0,Good,22,Good,0,Good,44,Good,17.7694,102.1435,1
日本,Nanao,39,Good,1,Good,39,Good,0,Good,19,Good,37.0431,136.9674,0
United Kingdom of Great Britain and Northern Ireland,Frome,46,Good,1,Good,21,Good,4,Good,46,Good,51.2279,-2.3215,1
Italy,Galatone,55,Moderate,1,Good,55,Moderate,2,Good,18,Good,40.15,18.0667,1
United States of America,Galesburg,41,Good,1,Good,30,Good,5,Good,41,Good,40.9506,-90.3763,2
Philippines,General Emilio Aguinaldo,48,Good,0,Good,24,Good,0,Good,48,Good,14.1833,120.8,5
United States of America,Eugene,32,Good,1,Good,27,Good,4,Good,32,Good,44.0564,-123.1174,2
United States of America,Evergreen Park,58,Moderate,2,Good,30,Good,13,Good,58,Moderate,41.7213,-87.7013,2
Germany,Falkensee,37,Good,0,Good,33,Good,1,Good,37,Good,52.5583,13.0917,2
United States of America,Farmington,44,Good,1,Good,38,Good,3,Good,44,Good,36.7555,-108.1823,1
United States of America,Farmington,44,Good,1,Good,38,Good,3,Good,44,Good,41.7288,-72.8407,4
United States of America,Farmington,44,Good,1,Good,38,Good,3,Good,44,Good,40.9845,-111.9065,1
United States of America,Farmington,44,Good,1,Good,38,Good,3,Good,44,Good,44.6572,-93.1687,2
United States of America,Farmington,44,Good,1,Good,38,Good,3,Good,44,Good,37.7822,-90.4282,3
United States of America,Farmington,44,Good,1,Good,38,Good,3,Good,44,Good,42.9895,-77.3087,1
United States of America,Farmington,44,Good,1,Good,38,Good,3,Good,44,Good,42.4614,-83.3784,1
Brazil,Farroupilha,30,Good,1,Good,16,Good,2,Good,30,Good,-29.225,-51.3478,1
India,Fatwa,176,Unhealthy,4,Good,155,Unhealthy,1,Good,176,Unhealthy,25.5096,85.305,6
Albania,Fier,52,Moderate,1,Good,40,Good,2,Good,52,Moderate,40.725,19.5572,1
United Kingdom of Great Britain and Northern Ireland,Fleet,52,Moderate,1,Good,27,Good,6,Good,52,Moderate,51.2834,-0.8456,1
United States of America,Floral Park,66,Moderate,2,Good,17,Good,20,Good,66,Moderate,40.7227,-73.7029,0
